,product,price,discount,image,rating,global rating
110,"Realme C15 (Power Sliver, 4GB RAM, 64GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/317RQHcH00L._AC_UL320_.jpg,4.1,540.0
111,"(Renewed) realme Smart Watch 2 Pro (Metallic Silver) with 1.75"" HD Super Bright Touchscreen, Dual-Satellite GPS, 14-Day Battery, SpO2 & Heart Rate Monitoring, IP68 Water Resistance",4249.0,Save 750 (15%),https://m.media-amazon.com/images/I/71J2LFlp5fL._AC_UL320_.jpg,2.8,9.0
112,"realme 8 Pro (Infinite Blue, 6GB RAM, 128GB Storage) Without Offers",,,https://m.media-amazon.com/images/I/41Rz0xhpDzL._AC_UL320_.jpg,4.3,58.0
113,"(Renewed) Realme narzo 30 Pro (Sword Black, 8GB RAM, 128GB Storage) Without Offer",18995.0,"Save 3,004 (14%)",https://m.media-amazon.com/images/I/51NIdRB7yVL._AC_UL320_.jpg,,
114,realme C21 (32 GB) (3 GB RAM) (Cross Black),,,https://m.media-amazon.com/images/I/31Zk4o66DiL._AC_UL320_.jpg,3.5,19.0
115,"realme X7 Pro Fantasy, 8 GB RAM, 128 GB Storage",,,https://m.media-amazon.com/images/I/41E6sCbEffL._AC_UL320_.jpg,3.8,48.0
116,"Realme X50 Pro (Rust Red, 8GB RAM, 128GB Storage)",32990.0,"Save 10,009 (23%)",https://m.media-amazon.com/images/I/61D2+bCzY0L._AC_UL320_.jpg,4.4,13.0
117,(Renewed) realme Buds Air Pro ANC TWS Earphones (Black) | Bluetooth v5.0 | 25-Hour Playback | Touch Controls | Bass Boost+ | Wear Detection & IWP,3149.0,"Save 1,350 (30%)",https://m.media-amazon.com/images/I/61ifFjP170L._AC_UL320_.jpg,1.0,1.0
118,"Realme C11 (Rich Grey, 32 GB) (2 GB RAM)",,,https://m.media-amazon.com/images/I/61fpEtEtwvL._AC_UL320_.jpg,4.0,413.0
119,"(Renewed) realme Buds Air Neo True Wireless Headphone with mic, Bluetooth 5.0, Deep Bass, IPX4 Sweatproof (Red)",1997.0,Save 443 (18%),https://m.media-amazon.com/images/I/51496zGqejL._AC_UL320_.jpg,3.9,9.0
120,"Realme X7 Max 5G (Asteroid Black, 12GB RAM, 256GB Storage)",,,https://m.media-amazon.com/images/I/71CmG44Al4S._AC_UL320_.jpg,4.2,18.0
121,"realme X7 Max 5G (Mercury Silver, 8GB RAM, 128GB Storage)",24999.0,"Save 5,000 (17%)",https://m.media-amazon.com/images/I/71CmG44Al4S._AC_UL320_.jpg,4.2,18.0
122,"Realme 8 (Cyber Black, 8GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/71xThduth+L._AC_UL320_.jpg,3.9,37.0
123,"Realme 7 (Mist Blue, 8GB RAM, 128GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/31El3mZBGQL._AC_UL320_.jpg,4.2,2265.0
124,"Realme X2 (Pearl Green, 4GB RAM, 64GB Storage)",,,https://m.media-amazon.com/images/I/71blQjSP-wL._AC_UL320_.jpg,4.0,53.0
125,"realme XT (Pearl White, 4GB RAM, 64GB Storage)",16900.0,Save 99 (1%),https://m.media-amazon.com/images/I/71cbZLek0JL._AC_UL320_.jpg,4.3,1165.0
126,(Renewed) Realme 7 Pro (Sun Kissed Leather) (6+128GB),17999.0,"Save 3,000 (14%)",https://m.media-amazon.com/images/I/417xBsSs-iL._AC_UL320_.jpg,1.9,4.0
127,Realme 3i 3Gb 32Gb (Diamond Black),9500.0,Save 499 (5%),https://m.media-amazon.com/images/I/31zvbyTnXwL._AC_UL320_.jpg,4.2,504.0
128,"(Renewed) Realme X50 Pro [Moss Green, 8GB RAM, 128GB Storage]",23000.0,"Save 6,982 (23%)",https://m.media-amazon.com/images/I/51SHjtcVN5L._AC_UL320_.jpg,2.7,9.0
129,"realme narzo 30 5G (Racing Sliver, 6GB RAM, 128GB Storage) -MediaTek Dimensity 700 processor I Full HD+ display with No Cost EMI/Additional Exchange Offers",,,https://m.media-amazon.com/images/I/71S0OQ4M27L._AC_UL320_.jpg,3.5,6.0
130,"Realme 2 (Diamond Black, 3GB RAM, 32GB Storage)",9490.0,"Save 1,100 (10%)",https://m.media-amazon.com/images/I/41H9hEDAhWL._AC_UL320_.jpg,4.1,60.0
131,"Realme C15 (Power Blue, 3GB RAM, 32GB Storage)",10690.0,"Save 1,309 (11%)",https://m.media-amazon.com/images/I/31vWP0YONmL._AC_UL320_.jpg,3.9,67.0
132,"(Renewed) Realme X7 Pro 5G (Mystic Black, 8GB RAM, 128GB Storage)",22000.0,"Save 1,490 (6%)",https://m.media-amazon.com/images/I/61yVR4e8j-S._AC_UL320_.jpg,5.0,1.0
133,"Realme 7 (Mist White, 6GB RAM, 64GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/31A7BDld35L._AC_UL320_.jpg,4.2,2265.0
134,"(Renewed) Realme X7 (Space Silver, 8GB RAM, 128GB Storage) Without Offer",20499.0,"Save 3,500 (15%)",https://m.media-amazon.com/images/I/41B-BnAwg2S._AC_UL320_.jpg,2.7,7.0
135,realme Wireless 360 Deg Security Camera and Echo Show 8 Bundle (White),11834.0,"Save 5,164 (30%)",https://m.media-amazon.com/images/I/8196iIiq5FL._AC_UL320_.jpg,4.1,2021.0
136,"Realme 6 (Comet Blue, 6GB RAM, 128GB Storage)",17900.0,Save 99 (1%),https://m.media-amazon.com/images/I/71YJ+lCzp0L._AC_UL320_.jpg,4.2,230.0
137,(Renewed) realme Buds Wireless Pro with Active Noise Cancellation (ANC) in-Ear Bluetooth Headphones with Mic (Yellow),2959.0,Save 540 (15%),https://m.media-amazon.com/images/I/71KA6pFwO0L._AC_UL320_.jpg,3.0,32.0
138,"(Renewed) Realme 7 Pro (Mirror Silver, 6GB RAM, 128GB Storage)",19999.0,"Save 1,000 (5%)",https://m.media-amazon.com/images/I/51y6ryf+gGL._AC_UL320_.jpg,3.3,15.0
139,"(Renewed) Realme X7 (Space Silver, 6GB RAM, 128GB Storage) Without Offer",18999.0,"Save 3,000 (14%)",https://m.media-amazon.com/images/I/41B-BnAwg2S._AC_UL320_.jpg,4.3,3.0
140,"Realme X7 (Space Silver, 8GB RAM, 128GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/41VKt2m8HQL._AC_UL320_.jpg,4.2,1439.0
141,"(Renewed) realme X7 Max 5G (Android Black, 256 GB) (12 GB RAM)",27999.0,"Save 5,000 (15%)",https://m.media-amazon.com/images/I/31OIvYPC4KL._AC_UL320_.jpg,1.0,2.0
142,"(Renewed) realme X7 Max 5G (Milky Way, 8GB+128GB)",22499.0,"Save 4,500 (17%)",https://m.media-amazon.com/images/I/41b0Aca9xzL._AC_UL320_.jpg,1.0,2.0
143,"Realme 7 (Mist White, 8GB RAM, 128GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/31A7BDld35L._AC_UL320_.jpg,4.2,2265.0
144,"(Renewed) realme X7 Max 5G (Mercury Silver, 256 GB) (12 GB RAM)",27949.0,"Save 5,050 (15%)",https://m.media-amazon.com/images/I/41ntVfjfMpL._AC_UL320_.jpg,1.0,2.0
145,Realme Type-C VOOC Cable + Charger + Realme Buds Classic wired earphones,898.0,Save 300 (25%),https://m.media-amazon.com/images/I/315ux1RGjQS._AC_UL320_.jpg,4.1,859.0
146,"(Renewed) Realme 7 Pro (Mirror Silver, 8GB RAM, 128GB Storage)",21999.0,,https://m.media-amazon.com/images/I/51y6ryf+gGL._AC_UL320_.jpg,3.3,15.0
147,"(Renewed) realme X7 Pro Fantasy, 8 GB RAM, 128 GB Storage",,,https://m.media-amazon.com/images/I/31WKYaeEYRS._AC_UL320_.jpg,3.7,3.0
148,"Realme 5i (Aqua Blue, 4GB RAM, 64GB Storage)",,,https://m.media-amazon.com/images/I/61IDHyHhOuL._AC_UL320_.jpg,4.2,329.0
149,"realme 8 5G (4 GB RAM, 128GB ROM) (Supersonic Blue)",16998.0,,https://m.media-amazon.com/images/I/41YmZRgXpOS._AC_UL320_.jpg,4.2,76.0
150,"(Renewed) Realme X50 Pro (Rust Red, 8GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/51vS493RWGL._AC_UL320_.jpg,3.7,4.0
151,"Realme X50 Pro (Rust Red, 12GB RAM, 256GB Storage)",37999.0,"Save 11,000 (22%)",https://m.media-amazon.com/images/I/61D2+bCzY0L._AC_UL320_.jpg,3.9,20.0
152,"(Renewed) Realme 7 Pro (Mirror Blue, 8GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/51y6ryf+gGL._AC_UL320_.jpg,3.3,15.0
153,realme Wireless in Ear Buds Air with Mic (Black),3990.0,"Save 1,009 (20%)",https://m.media-amazon.com/images/I/61zdk4KvAML._AC_UL320_.jpg,2.6,95.0
154,"Realme X7 (Nebula, 8GB RAM, 128GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/41hSr79O7sL._AC_UL320_.jpg,4.2,1439.0
155,"Realme 5i (Forest Green, 4GB RAM, 64GB Storage)",,,https://m.media-amazon.com/images/I/614I6E-mPOL._AC_UL320_.jpg,4.2,233.0
156,Anaya Back Skin Guard Protector Sticker Protective Film Wrap Sticker for Realme X7,149.0,Save 450 (75%),https://m.media-amazon.com/images/I/41qvOWplgDL._AC_UL320_.jpg,,
157,"(Renewed) Realme X7 (Nebula, 6GB RAM, 128GB Storage) Without Offer",,,https://m.media-amazon.com/images/I/61k7Sr9IKrS._AC_UL320_.jpg,2.7,7.0
158,(Renewed) Realme 7 Pro (Sun Kissed Leather) (8+128GB),,,https://m.media-amazon.com/images/I/41KdL0W4hpL._AC_UL320_.jpg,4.0,2.0
159,"(Renewed) Realme X7 (Nebula, 8GB RAM, 128GB Storage) Without Offer",20000.0,"Save 12,999 (39%)",https://m.media-amazon.com/images/I/61k7Sr9IKrS._AC_UL320_.jpg,2.7,7.0
160,"(Renewed) Realme 7 (Mist White, 128 GB) (8 GB RAM)",16900.0,"Save 4,099 (20%)",https://m.media-amazon.com/images/I/31C6m6wtk7L._AC_UL320_.jpg,2.6,3.0
161,"(Renewed) Realme 7 Pro (Mirror Blue, 128 GB) (6 GB)",,,https://m.media-amazon.com/images/I/41lg-XBPn1L._AC_UL320_.jpg,2.8,5.0
162,"realme X7 Max 5G (Mercury Silver, 12GB RAM, 256GB Storage)",,,https://m.media-amazon.com/images/I/71CmG44Al4S._AC_UL320_.jpg,4.2,18.0
163,"Realme X50 Pro (Moss Green, 8GB RAM, 128GB Storage)",29982.0,"Save 13,017 (30%)",https://m.media-amazon.com/images/I/61blpkX3jyL._AC_UL320_.jpg,3.9,51.0
164,"(Renewed) Realme 7 Pro (Mirror Blue, 6GB RAM, 128GB Storage)",18500.0,"Save 2,499 (12%)",https://m.media-amazon.com/images/I/41jrb4uoo2S._AC_UL320_.jpg,1.0,1.0
165,"(Renewed) realme X7 Max 5G (Android Black, 128 GB) (8 GB RAM)",,,https://m.media-amazon.com/images/I/31OIvYPC4KL._AC_UL320_.jpg,1.0,2.0
166,"Realme C1 (Mirror Black, 2GB RAM, 32GB Storage)",,,https://m.media-amazon.com/images/I/31CDzz9lGkL._AC_UL320_.jpg,4.0,105.0
167,"Realme 3i (Diamond Blue, 64 GB, 4 GB RAM)",10990.0,,https://m.media-amazon.com/images/I/31zlfKCyfXL._AC_UL320_.jpg,4.2,112.0
168,"Realme 8 Pro (Infinite Black, 8GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/7106Aw3lDvL._AC_UL320_.jpg,4.1,25.0
169,"(Renewed) realme X7 Max 5G (Milky Way, 12GB+256GB)",27999.0,"Save 5,000 (15%)",https://m.media-amazon.com/images/I/41b0Aca9xzL._AC_UL320_.jpg,1.0,2.0
170,"Realme 8 (Cyber Black, 6GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/71xThduth+L._AC_UL320_.jpg,4.5,7.0
171,"(Renewed) Realme X2 Pro (Neptune Blue, 64 GB) (6 GB RAM)",20999.0,"Save 8,991 (29%)",https://m.media-amazon.com/images/I/51soQUVt-cL._AC_UL320_.jpg,2.9,2.0
172,"Realme 5i (Aqua Blue, 4GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/71tRw7p2EZL._AC_UL320_.jpg,4.1,22.0
173,"Realme X2 Pro (Neptune Blue, 256 GB) (12 GB RAM)",27990.0,"Save 10,009 (26%)",https://m.media-amazon.com/images/I/31P+sGQBipL._AC_UL320_.jpg,4.4,40.0
174,"Realme X3 SuperZoom (Arctic White, 256 GB) (8 GB RAM)",,,https://m.media-amazon.com/images/I/3199a0r7s4L._AC_UL320_.jpg,4.1,7.0
175,"Realme X2 Pro (Lunar White, 12GB RAM, 256GB Storage)",27990.0,"Save 10,009 (26%)",https://m.media-amazon.com/images/I/51EyF8DpxwL._AC_UL320_.jpg,4.2,54.0
176,Realme 5s 4Gb 128Gb (Crystal Purple),,,https://m.media-amazon.com/images/I/61LuEy-CqqL._AC_UL320_.jpg,3.9,28.0
177,"Realme 5s (Crystal Purple, 4GB RAM, 128GB Storage)",,,https://m.media-amazon.com/images/I/510xFFXNh8L._AC_UL320_.jpg,4.4,24.0
178,"(Renewed) RealMe 1 (Solar Red, 4+ 64 GB)",10999.0,"Save 3,500 (24%)",https://m.media-amazon.com/images/I/61eWhYWdSiL._AC_UL320_.jpg,3.8,236.0
179,"(Renewed) Realme X2 Pro (Lunar White, 128 GB) (8 GB RAM)",24999.0,,https://m.media-amazon.com/images/I/31wmNF1MokL._AC_UL320_.jpg,5.0,5.0
180,Realme 5s 4Gb 128Gb (Crystal Red),,,https://m.media-amazon.com/images/I/31Zm+VFuWaL._AC_UL320_.jpg,3.7,7.0
181,"Realme X3 SuperZoom (Glacier Blue, 256 GB) (12 GB RAM)",,,https://m.media-amazon.com/images/I/61fya6NFTBL._AC_UL320_.jpg,5.0,1.0
182,"(Renewed) realme Smart Watch S with 1.3 inch (3.3 cm) TFT-LCD Touchscreen, 15 Days Battery Life, SpO2 & Heart Rate Monitoring, IP68 Water Resistance, Silver (RMA207)",4249.0,Save 750 (15%),https://m.media-amazon.com/images/I/51yvhAmXE-S._AC_UL320_.jpg,,
183,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Multicolor 3D Heart Shapes,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51QnQnX-n4S._AC_UL320_.jpg,,
184,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Beautiful Girl Hidding Face Behind Cap,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/41b9HzL0LrS._AC_UL320_.jpg,,
185,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Running Brown Horse,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51PS7M7+VSS._AC_UL320_.jpg,,
186,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Hearts of Different Types,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51xQU3E8VwS._AC_UL320_.jpg,,
187,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Super Mom with her Kid,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/516IWoCPnDS._AC_UL320_.jpg,,
188,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with White Horse in Water,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51c646A3+5S._AC_UL320_.jpg,,
189,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Cute Ganesh for Ganesh Chaturthi,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/513UyCtx0QS._AC_UL320_.jpg,,
190,Printor Realme Nazro 30A Mobile Case Cover Printed with Cute Pair of Mother and Daughter,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51PnBFMHoaS._AC_UL320_.jpg,,
191,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Amazing and Colorful Pattern,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51AlZhGaP2S._AC_UL320_.jpg,,
192,Printor Realme Nazro 30A Mobile Case Cover Printed with Colorful Bottles,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61UxLwwpvGS._AC_UL320_.jpg,,
193,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Devil in Red Background,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51IuSYDsTiS._AC_UL320_.jpg,,
194,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Girl Boss Message,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51T70V4A9LS._AC_UL320_.jpg,,
195,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Quote in Flowers,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61PQF1dEkQS._AC_UL320_.jpg,,
196,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Pattern Blue Flowers,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/614rg3ivr5S._AC_UL320_.jpg,,
197,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Beautiful Pair of Shoes in Shade,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/5144gRHR5zS._AC_UL320_.jpg,,
198,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Decent Colorful Waves,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61yOcsEoM+S._AC_UL320_.jpg,,
199,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Random Symbols,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61U1WcYG2+S._AC_UL320_.jpg,,
200,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Too Close to Phone Quote,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51X5+YyP2KS._AC_UL320_.jpg,,
201,Printor Realme Nazro 30A Mobile Case Cover Printed with Colorful Mehndi Design,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/71Qg7OlI6xS._AC_UL320_.jpg,,
202,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Beautiful Bright Colorful Print Design,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/613TN3OqEbS._AC_UL320_.jpg,,
203,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Cute Girl Holding Phone,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/51QFgHB8KJS._AC_UL320_.jpg,,
204,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Eagle with African Crown,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61YMSpgrRNS._AC_UL320_.jpg,,
205,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Black and White Triangles,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61J7QAywPZS._AC_UL320_.jpg,,
206,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with Guita in Blue,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61N2UtezcCS._AC_UL320_.jpg,,
207,Printor Realme Nazro 30A Mobile Case Cover Printed with Colorful Day,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61-4oAgAoRS._AC_UL320_.jpg,,
208,UnboxJoy Realme Nazro 30A Mobile Case Cover Printed with,199.0,Save 400 (67%),https://m.media-amazon.com/images/I/61WqJQfteiS._AC_UL320_.jpg,,
